,year,runtime,title,genre,actor,actress,director,popularity,premiere,imdb score,language
1379,1990,90,Big Bad John,Action,"English, Doug",,"Kennedy, Burt",84,,,
1380,1937,71,"Ticket of Leave Man, The",Mystery,"Slaughter, Tod",,"King, George",45,,,
1382,1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Dreyfuss, Richard",,"Kotcheff, Ted",64,,,
1383,1971,138,A Clockwork Orange,Science Fiction,"McDowell, Malcolm",,"Kubrick, Stanley",83,,,
1385,1943,82,Sanshiro Sugata,Drama,"Fujita, Susumu",,"Kurosawa, Akira",85,,,
1386,1991,97,Rhapsody in August,Drama,"Gere, Richard",,"Kurosawa, Akira",50,,,
1387,1946,110,No Regrets for Our Youth,Drama,"Hara, Setsuko",,"Kurosawa, Akira",31,,,
1388,1960,152,"Bad Sleep Well, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",65,,,
1389,1951,166,"Idiot, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",40,,,
1390,1951,83,Rashomon,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",59,,,
1391,1962,96,Sanjuro,Mystery,"Mifune, Toshiro",,"Kurosawa, Akira",6,,,
1392,1955,200,Seven Samurai,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",9,,,
1393,1957,110,Throne of Blood,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",60,,,
1394,1961,110,Yojimbo,Action,"Mifune, Toshiro",,"Kurosawa, Akira",60,,,
1395,1980,161,Kagemusha,Drama,"Nakadai, Tatsuya",,"Kurosawa, Akira",74,,,
1396,1952,134,Ikiru,Drama,"Shimura, Takashi",,"Kurosawa, Akira",36,,,
1397,1987,90,Empire of Spiritual Ninja,Action,"Berlin, Tom",,"Lambert, Bruce",26,,,
1399,1926,139,Metropolis,Science Fiction,"Abel, Alfred",,"Lang, Fritz",49,,,
1400,1946,106,Cloak & Dagger,Mystery,"Cooper, Gary",,"Lang, Fritz",55,,,
1401,1920,137,Spiders,Drama,"De Vogy, Carl",,"Lang, Fritz",29,,,
1402,1954,90,Human Desire,Drama,"Ford, Glenn",,"Lang, Fritz",27,,,
1403,1928,130,Spies,Drama,"Klein-Rogge, Rudolf",,"Lang, Fritz",49,,,
1404,1933,120,"Testament of Dr. Mabuse, The",Drama,"Klein-Rogge, Rudolf",,"Lang, Fritz",4,,,
1405,1991,95,Fury,Drama,"Tracy, Spencer",,"Lang, Fritz",48,,,
1406,1990,129,Mo' Better Blues,Drama,"Washington, Denzel",,"Lee, Spike",78,,,
1407,1989,30,Matt Talbot,Drama,"Ford, Seamus",,"Lennon, Biddy W.",35,,,
1408,1989,55,"Will Rogers, Look Back in Laughter",Comedy,"Williams, Robin",,"Leo, Malcolm",6,,,
1411,1982,93,Class of 1984,Drama,"King, Perry",,"Lester, Mark L.",23,,,
1412,1974,109,Juggernaut,Action,"Harris, Richard",,"Lester, Richard",63,,,
1413,1987,120,"Good Morning, Vietnam",Comedy,"Williams, Robin",,"Levinson, Barry",37,,,
1414,1945,94,Blood on the Sun,Drama,"Cagney, James",,"Lloyd, Frank",76,,,
1415,1969,161,Paint Your Wagon,Music,"Marvin, Lee",,"Logan, Joshua",46,,,
1416,1964,105,Ensign Pulver,Comedy,"Walker, Robert, Jr.",,"Logan, Joshua",16,,,
1417,1976,92,Street People,Action,"Moore, Roger",,"Lucidi, Maurizio",25,,,
1418,1984,83,"Manhunt, The",Action,"Borgnine, Ernest",,"Ludman, Larry",34,,,
1421,1988,75,Let It Rock,Drama,"Hopper, Dennis",,"Lynch, David",32,,,
1422,1978,90,Eraserhead,Horror,"Nance, John",,"Lynch, David",2,,,
1423,1955,87,"Ladykillers, The",Comedy,"Guinness, Alec",,"Mackendrick, Alexander",28,,,
1424,1957,97,Sweet Smell of Success,Drama,"Lancaster, Burt",,"Mackendrick, Alexander",12,,,
1425,1971,88,And Now for Something Completely Different,Comedy,"Cleese, John",,"MacNaughton, Ian",44,,,
1426,1984,92,Crackers,Action,"Sutherland, Donald",,"Malle, Louis",17,,,
1427,1991,89,Green Glove,Drama,"Ford, Glenn",,"Mate, Rudolph",54,,,
1428,1970,89,Menace on the Mountain,Action,"Crowley, Pat",,"McEveety, Vincent",69,,,
1429,1940,90,In Old California,Western,"Wayne, John",,"McGann, William",27,,,
1430,1967,85,"Thirty Is a Dangerous Age, Cynthia",Comedy,"Moore, Dudley",,"McGrath, Joseph",28,,,
1431,1980,99,Ffolkes,Action,"Moore, Roger",,"McLaglen, Andrew V.",62,,,
